FTR,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR,AvgH,AvgD,AvgA,MaxH,MaxD,MaxA,MW,Year,Max>2.5,Max<2.5,Avg>2.5,Avg<2.5,TGD,Prob_D,Elo_Before_Home,Elo_Before_Away,Days_D,form_diff,SP_diff,Overall_diff,Attack_diff,Midfield_diff,Defence_diff
A,8.0,10.0,1.0,5.0,8.0,12.0,3.0,8.0,2.0,0.0,0.0,0.0,2.6666666666666665,3.483333333333333,2.563333333333334,2.75,3.6,2.63,32,2022,1.83,2.13,1.77,2.08,5,0.24018241989943095,869.4649623295257,888.3461258140784,0.0,-6.058,-0.13333333333333336,-1,-3,-3,-2
A,9.0,17.0,4.0,6.0,10.0,12.0,2.0,3.0,0.0,0.0,0.0,0.0,7.423333333333333,4.7749999999999995,1.4216666666666666,8.0,5.0,1.44,33,2022,1.68,2.38,1.63,2.31,-65,0.14431449714965144,967.6951634414169,1232.2997466494216,1.0,-20.194000000000003,-0.6666666666666667,-6,-7,-6,-8
H,12.0,7.0,6.0,5.0,9.0,13.0,4.0,5.0,2.0,3.0,0.0,0.0,1.9183333333333332,3.418333333333333,4.196666666666666,1.98,3.55,4.33,33,2022,2.13,1.85,2.04,1.79,-21,0.25832357140049444,892.6850692646804,1006.5637870077419,1.0,2.7989999999999995,-0.2,3,3,4,5
A,5.0,17.0,0.0,4.0,10.0,14.0,1.0,5.0,1.0,0.0,1.0,0.0,4.875000000000001,4.091666666666666,1.6533333333333333,5.15,4.25,1.68,33,2022,1.7,2.37,1.64,2.28,-69,0.12508973467348333,907.2603073833965,1127.1600566534942,0.0,-14.562000000000001,-0.13333333333333341,-7,-6,-8,-6
H,20.0,15.0,9.0,4.0,7.0,6.0,6.0,7.0,0.0,0.0,0.0,0.0,1.2316666666666667,6.316666666666667,12.326666666666668,1.25,6.6,14.96,33,2022,1.58,2.66,1.51,2.57,49,0.12976813924834718,1023.8640586759252,839.8144853506941,1.0,-7.767,0.0,9,7,11,10
H,16.0,8.0,7.0,2.0,10.0,10.0,3.0,5.0,2.0,2.0,0.0,0.0,2.216666666666667,3.3516666666666666,3.3016666666666663,2.25,3.46,3.46,33,2022,1.99,1.97,1.93,1.9,-19,0.25905610325733963,962.1889783595534,1018.2357966905242,2.0,3.426,-0.06666666666666665,-4,-4,-6,-5
H,9.0,23.0,3.0,6.0,6.0,6.0,6.0,8.0,2.0,1.0,0.0,0.0,3.8699999999999997,3.6316666666666673,1.9283333333333335,3.97,3.79,1.97,33,2022,1.98,2.01,1.88,1.95,-25,0.2557079967708867,921.2346160282018,1049.2584102123158,0.0,-12.645999999999997,-0.5333333333333333,-3,-6,-4,-1
A,5.0,12.0,0.0,5.0,14.0,10.0,4.0,4.0,3.0,3.0,0.0,0.0,1.5266666666666666,4.163333333333333,6.378333333333333,1.56,4.35,6.52,33,2022,1.94,2.03,1.87,1.95,34,0.16926950505955188,1112.9035469721111,944.4660456246227,0.0,22.772,0.5333333333333334,7,11,5,4
A,17.0,16.0,4.0,5.0,11.0,9.0,6.0,5.0,2.0,1.0,0.0,0.0,2.8083333333333336,3.235,2.5700000000000003,2.95,3.33,2.62,33,2022,2.24,1.82,2.12,1.74,-22,0.2578141490572653,850.5507807602077,970.8729522049221,1.0,-16.802,-0.5333333333333334,2,2,1,0
D,21.0,9.0,8.0,1.0,9.0,10.0,13.0,4.0,2.0,2.0,0.0,0.0,1.7066666666666668,3.7816666666666667,4.968333333333334,1.73,3.99,5.11,33,2022,2.06,1.95,1.94,1.88,26,0.19151852291995855,1024.62023021387,915.8584846572523,0.0,26.83,0.2,3,4,2,1
A,7.0,16.0,3.0,5.0,2.0,10.0,6.0,2.0,0.0,1.0,0.0,0.0,12.506666666666666,5.821666666666666,1.2483333333333333,14.04,6.0,1.26,33,2022,1.72,2.32,1.66,2.24,-50,0.20391593674592998,1020.2947094991503,1212.1727743504994,2.0,-12.984,-0.33333333333333326,-7,-7,-8,-7
H,14.0,14.0,7.0,5.0,9.0,12.0,1.0,7.0,3.0,4.0,0.0,0.0,2.0799999999999996,3.556666666666667,3.4800000000000004,2.13,3.64,3.58,34,2022,1.9,2.11,1.81,2.03,3,0.24352432716659092,1035.7317771322746,1029.012256463286,0.0,-0.9820000000000011,-0.06666666666666665,-4,-1,-4,-6
D,15.0,9.0,2.0,0.0,8.0,7.0,12.0,8.0,2.0,1.0,0.0,0.0,4.253333333333333,3.5799999999999996,1.8516666666666668,4.39,3.78,1.88,34,2022,1.93,2.03,1.86,1.97,-29,0.2515386186090121,977.5419172240414,1098.402734986558,0.0,5.946,0.20000000000000007,-9,-13,-7,-6
D,8.0,18.0,5.0,5.0,12.0,7.0,6.0,6.0,1.0,0.0,0.0,0.0,2.1483333333333334,3.2983333333333333,3.5516666666666663,2.2,3.4,3.76,34,2022,2.13,1.88,2.02,1.82,5,0.24018241989943095,958.9668576101757,934.7612491082429,0.0,3.3680000000000003,0.2,-1,-1,-1,0
H,14.0,10.0,5.0,4.0,8.0,7.0,3.0,6.0,3.0,1.0,0.0,0.0,2.671666666666667,3.0500000000000003,2.8533333333333335,2.73,3.15,2.95,34,2022,2.52,1.65,2.39,1.59,-18,0.2592802277729883,917.3744921562411,1007.8501893921875,-10.0,-31.594,-0.13333333333333336,-2,-3,-3,-1
H,26.0,6.0,5.0,2.0,11.0,9.0,3.0,1.0,1.0,0.0,0.0,1.0,1.5133333333333334,4.276666666666666,6.321666666666666,1.53,4.53,6.68,34,2022,1.88,2.12,1.81,2.03,33,0.1720712290692716,1135.9588326010446,1023.1042227148812,10.0,20.957,0.33333333333333337,4,5,7,4
D,17.0,9.0,7.0,2.0,12.0,13.0,6.0,3.0,2.0,2.0,0.0,0.0,2.0516666666666663,3.539999999999999,3.533333333333333,2.11,3.69,3.6,34,2022,1.9,2.09,1.83,2.0,34,0.16926950505955188,993.3986373134611,898.461531435846,8.0,-9.902000000000001,-0.39999999999999997,0,-1,-2,-2
D,5.0,11.0,2.0,3.0,15.0,16.0,7.0,6.0,3.0,2.0,0.0,0.0,2.7916666666666665,3.3633333333333333,2.516666666666666,2.95,3.43,2.55,34,2022,1.89,2.06,1.83,2.01,4,0.24188849191599487,1006.6364883823893,964.1153078071652,-11.0,8.639000000000001,0.4666666666666667,2,3,4,2
H,18.0,9.0,4.0,1.0,8.0,8.0,13.0,1.0,2.0,5.0,0.0,0.0,1.1866666666666668,7.083333333333333,15.166666666666666,1.2,7.75,18.0,34,2022,1.47,2.9,1.44,2.77,80,0.11330233829343067,1235.8796022836734,905.8502189589611,-9.0,23.616,0.4,5,6,4,6
H,21.0,5.0,8.0,2.0,9.0,7.0,11.0,4.0,1.0,0.0,0.0,0.0,1.11,9.488333333333333,24.631666666666664,1.13,10.0,27.79,34,2022,1.43,3.2,1.38,3.03,91,0.1533234740627885,1224.617294457462,843.8818157410883,11.0,28.832,0.4666666666666666,10,10,13,11
A,5.0,13.0,2.0,7.0,11.0,10.0,2.0,3.0,0.0,2.0,0.0,0.0,3.545,3.2816666666666667,2.145,3.7,3.39,2.22,34,2022,2.04,1.94,1.95,1.88,-29,0.2515386186090121,834.6662875633335,973.7882866676883,1.0,-16.853,-0.3333333333333333,-2,-2,-2,-1
H,21.0,9.0,6.0,3.0,16.0,8.0,2.0,3.0,4.0,1.0,0.0,0.0,1.3916666666666666,4.745,8.286666666666667,1.4,5.12,9.0,35,2022,1.75,2.27,1.69,2.19,45,0.13950113210428128,964.7241997647832,822.2725437222526,0.0,1.952,-0.2,4,3,4,4
H,9.0,17.0,4.0,5.0,9.0,12.0,3.0,8.0,3.0,5.0,0.0,0.0,4.805,3.661666666666667,1.7550000000000001,5.0,3.77,1.79,35,2022,2.04,1.9,1.98,1.85,-63,0.1534196921468285,901.9462918642187,1142.8202308157825,0.0,-26.772,-0.33333333333333337,-4,-4,-6,-3
A,7.0,19.0,2.0,6.0,13.0,3.0,3.0,6.0,1.0,2.0,0.0,0.0,9.411666666666667,5.7749999999999995,1.3,10.0,6.15,1.33,35,2022,1.51,2.75,1.47,2.68,-96,-0.03591005817802881,899.7947677126297,1229.6422570850893,-2.0,-27.53,-0.33333333333333337,-9,-7,-10,-9
H,9.0,12.0,5.0,4.0,4.0,6.0,3.0,8.0,1.0,0.0,0.0,0.0,1.7383333333333333,3.8633333333333333,4.535,1.78,4.08,4.61,35,2022,1.81,2.16,1.75,2.09,10,0.23065777084398498,1014.302325324908,979.2143227779114,0.0,-22.48,-0.39999999999999997,10,10,11,9
A,4.0,24.0,2.0,10.0,11.0,11.0,0.0,6.0,1.0,3.0,0.0,0.0,7.961666666666666,4.815,1.3933333333333333,8.5,5.0,1.43,35,2022,1.76,2.3,1.69,2.19,-79,0.07142674835138134,986.1820305087692,1239.783529378416,1.0,-10.753000000000002,-0.06666666666666665,-8,-8,-8,-11
A,8.0,14.0,3.0,5.0,13.0,11.0,6.0,7.0,1.0,3.0,0.0,0.0,2.3783333333333334,3.2999999999999994,3.0383333333333336,2.47,3.35,3.13,35,2022,2.06,1.9,2.0,1.84,-17,0.2594103352677679,935.1090333047517,992.0654010366775,1.0,-0.2259999999999991,0.06666666666666665,0,-1,1,2
H,13.0,6.0,7.0,2.0,13.0,8.0,7.0,3.0,2.0,3.0,0.0,0.0,1.4366666666666668,4.706666666666667,6.923333333333333,1.46,4.99,7.29,35,2022,1.65,2.48,1.59,2.39,22,0.20223240782480373,1096.730329432688,1006.0275964247713,0.0,2.238,0.1333333333333333,2,4,-1,1
A,13.0,17.0,1.0,6.0,13.0,9.0,5.0,6.0,1.0,2.0,0.0,0.0,2.643333333333333,3.2466666666666666,2.73,2.71,3.4,2.78,35,2022,2.13,1.87,2.07,1.78,-20,0.25873739364162945,838.856853113461,929.9212818543842,1.0,14.953999999999997,-0.4,-1,0,-2,-3
A,8.0,13.0,3.0,7.0,8.0,9.0,3.0,7.0,2.0,2.0,0.0,0.0,4.506666666666667,3.753333333333334,1.7750000000000001,4.7,3.92,1.8,35,2022,1.95,2.04,1.86,1.97,-1,0.24933431122719324,1016.2428245001432,1050.4417082706525,-1.0,-1.8770000000000007,-0.13333333333333336,0,-3,-2,1
A,11.0,17.0,1.0,9.0,6.0,4.0,7.0,3.0,2.0,1.0,0.0,0.0,2.695,3.08,2.8083333333333336,2.77,3.23,2.85,35,2022,2.58,1.59,2.49,1.54,11,0.22856658453585282,995.3033996940444,958.6190734136668,0.0,2.0090000000000003,-0.3333333333333333,3,3,4,2
H,19.0,3.0,9.0,2.0,13.0,15.0,8.0,2.0,2.0,2.0,0.0,1.0,1.4433333333333334,4.718333333333334,6.756666666666667,1.46,5.01,7.04,36,2022,1.64,2.5,1.58,2.41,47,0.13452640953524236,1059.4605520069033,893.282294031948,-1.0,8.082,0.06666666666666671,3,4,3,1
H,18.0,19.0,5.0,4.0,12.0,9.0,4.0,7.0,0.0,1.0,0.0,0.0,2.166666666666667,3.4033333333333338,3.358333333333333,2.25,3.6,3.5,36,2022,1.99,1.97,1.93,1.9,6,0.23840775135150963,961.2273115511443,926.733840213541,-2.0,25.012,0.3333333333333333,-3,-3,-3,-2
H,17.0,15.0,6.0,5.0,13.0,9.0,7.0,6.0,0.0,2.0,0.0,0.0,2.785,3.391666666666666,2.518333333333333,2.81,3.55,2.61,36,2022,1.99,1.97,1.93,1.9,-13,0.2590034042936496,980.7229803912838,1032.2893365516752,2.0,3.8729999999999993,0.2666666666666666,-8,-8,-9,-7
A,14.0,12.0,6.0,7.0,13.0,11.0,4.0,5.0,1.0,2.0,0.0,0.0,2.9533333333333336,3.2816666666666663,2.436666666666667,3.07,3.34,2.52,36,2022,2.13,1.84,2.04,1.79,-12,0.25867340261546834,937.3586530316153,973.896997168935,0.0,-20.777,0.2,-2,-4,-1,0
D,19.0,14.0,6.0,4.0,7.0,11.0,9.0,3.0,1.0,3.0,0.0,0.0,1.3433333333333337,4.858333333333333,9.691666666666666,1.36,5.1,10.4,36,2022,1.97,2.02,1.89,1.94,45,0.13950113210428128,1126.819310921746,973.1994927164274,-1.0,30.352,0.39999999999999997,5,6,6,4
H,15.0,6.0,7.0,1.0,11.0,18.0,8.0,5.0,2.0,1.0,0.0,1.0,1.6666666666666667,3.85,5.241666666666666,1.7,4.0,5.45,36,2022,2.01,1.93,1.95,1.88,39,0.1553897458748598,1000.4405941278882,831.41948193623,0.0,15.946,0.4666666666666667,1,2,1,0
A,16.0,10.0,9.0,4.0,11.0,6.0,6.0,1.0,3.0,0.0,0.0,0.0,2.5683333333333334,3.3083333333333336,2.778333333333333,2.71,3.4,2.82,36,2022,2.03,1.91,1.98,1.85,16,0.21728742248089827,994.8569456015017,917.9472117582551,0.0,3.857,-0.26666666666666666,1,2,2,0
D,22.0,8.0,3.0,3.0,12.0,8.0,11.0,5.0,3.0,2.0,0.0,0.0,1.4316666666666666,4.818333333333334,6.741666666666667,1.46,5.11,7.0,36,2022,1.6,2.58,1.55,2.47,42,0.14729499033820018,1243.5533421583957,1107.9009802559576,1.0,21.544,0.20000000000000007,2,0,3,5
H,21.0,7.0,9.0,3.0,6.0,11.0,8.0,2.0,1.0,3.0,0.0,0.0,1.1683333333333332,7.4433333333333325,16.453333333333333,1.2,8.0,18.0,36,2022,1.51,2.75,1.48,2.68,83,0.12092747405500325,1236.1547307657709,982.4122177287895,0.0,18.516,0.2666666666666667,9,7,12,11
A,8.0,13.0,2.0,5.0,7.0,7.0,9.0,5.0,1.0,1.0,0.0,0.0,4.446666666666666,3.763333333333333,1.7716666666666667,4.68,3.88,1.81,36,2022,1.89,2.06,1.83,2.01,-59,0.17058510405351668,813.0997463181009,1007.2239807638924,1.0,-1.9129999999999985,0.0,-5,-3,-5,-5
D,13.0,16.0,4.0,4.0,11.0,15.0,1.0,5.0,1.0,3.0,0.0,0.0,2.0316666666666667,3.4933333333333336,3.628333333333334,2.09,3.56,3.75,37,2022,1.96,1.98,1.89,1.94,-4,0.2528815935799697,987.3253000221345,1005.9263973597817,0.0,5.452999999999999,0.0,2,2,2,3
A,10.0,18.0,5.0,7.0,8.0,8.0,5.0,2.0,0.0,3.0,2.0,0.0,2.08,3.4866666666666664,3.5083333333333333,2.13,3.62,3.6,37,2022,2.06,1.89,1.99,1.84,-10,0.2577450794757256,930.1253891618551,979.2482058486783,-1.0,-13.617,0.13333333333333341,6,7,6,5
D,19.0,16.0,5.0,6.0,16.0,8.0,8.0,1.0,3.0,2.0,0.0,0.0,2.6333333333333333,3.4599999999999995,2.615,2.75,3.56,2.75,37,2022,1.91,2.07,1.84,1.99,-34,0.24411929150372044,887.7311008635087,1009.4064704085266,-1.0,-9.509,-0.6000000000000001,1,3,2,0
D,6.0,21.0,3.0,6.0,9.0,12.0,2.0,9.0,0.0,1.0,0.0,0.0,3.1633333333333336,3.53,2.2116666666666664,3.23,3.75,2.27,37,2022,1.91,2.09,1.82,2.02,-41,0.2295987200659365,1003.6058465344324,1124.742172005328,0.0,-21.774,-0.2666666666666666,0,-1,-1,1
H,16.0,11.0,4.0,2.0,11.0,8.0,12.0,8.0,0.0,3.0,0.0,0.0,4.173333333333333,3.611666666666667,1.8583333333333334,4.33,3.72,1.89,37,2022,1.91,2.04,1.85,1.97,-32,0.24738229867781256,971.1102274492122,1065.0117451753426,0.0,-1.5459999999999998,0.0,-3,-4,-5,-3
A,4.0,24.0,2.0,5.0,6.0,6.0,1.0,9.0,2.0,0.0,0.0,0.0,7.816666666666666,5.38,1.3550000000000002,8.5,5.53,1.38,37,2022,1.47,2.9,1.44,2.79,-85,0.035683230388577014,908.7129459160071,1241.6946495410086,0.0,-40.193,-0.4666666666666666,-8,-10,-7,-9
H,21.0,8.0,8.0,1.0,12.0,8.0,8.0,2.0,3.0,2.0,0.0,0.0,1.3283333333333334,5.255,9.133333333333333,1.34,5.53,9.5,37,2022,1.66,2.46,1.58,2.39,40,0.152664604176696,1109.7596728733447,923.9303501784158,0.0,24.241,0.06666666666666665,6,11,4,3
A,13.0,13.0,5.0,7.0,4.0,6.0,7.0,3.0,0.0,1.0,0.0,0.0,3.633333333333334,3.616666666666667,1.9866666666666666,3.8,3.8,2.02,37,2022,1.85,2.14,1.77,2.08,-34,0.24411929150372044,825.9336787043364,982.6787681979017,1.0,-28.006999999999998,-0.26666666666666666,-5,-7,-7,-5
D,6.0,31.0,2.0,8.0,9.0,5.0,4.0,9.0,3.0,1.0,0.0,0.0,7.796666666666667,5.088333333333334,1.3766666666666667,8.28,5.28,1.4,37,2022,1.58,2.55,1.54,2.47,-61,0.16217850481745874,1019.5480344872308,1247.456721045348,0.0,-31.936,-0.6000000000000001,-6,-6,-9,-7
D,17.0,11.0,4.0,2.0,5.0,10.0,5.0,3.0,0.0,3.0,0.0,0.0,1.4516666666666669,4.478333333333333,7.1450000000000005,1.49,4.75,8.0,37,2022,1.88,2.07,1.83,2.0,53,0.12104291593176326,975.2766316328452,800.7756925947625,1.0,-6.244999999999997,-0.13333333333333336,4,2,6,5
H,26.0,6.0,9.0,2.0,8.0,9.0,12.0,2.0,0.0,1.0,0.0,0.0,1.36,4.921666666666667,8.665000000000001,1.38,5.13,9.24,38,2022,1.65,2.55,1.57,2.42,28,0.18602315857407536,1046.0536002805457,921.5299110205685,-1.0,5.054,0.0,0,2,1,-2
A,14.0,14.0,5.0,6.0,11.0,13.0,3.0,2.0,2.0,1.0,1.0,0.0,2.41,3.6833333333333336,2.736666666666667,2.45,3.9,2.85,38,2022,1.71,2.47,1.6,2.36,31,0.177673059040635,987.8436839899648,889.4139091154785,0.0,28.790999999999997,0.5333333333333333,-3,-5,-4,-2
H,18.0,7.0,7.0,2.0,9.0,9.0,5.0,6.0,1.0,1.0,0.0,0.0,2.3666666666666667,3.498333333333333,2.8949999999999996,2.4,3.69,2.97,38,2022,1.83,2.16,1.76,2.08,-15,0.25939097731144883,1007.7236621565568,1022.4264236961654,0.0,9.627,0.39999999999999997,-4,-4,-3,-2
A,12.0,8.0,5.0,6.0,8.0,9.0,8.0,2.0,1.0,0.0,0.0,0.0,2.2116666666666664,3.393333333333333,3.25,2.27,3.51,3.3,38,2022,2.0,1.98,1.92,1.91,1,0.2465789867860092,918.8212218238201,990.0683723440092,1.0,-29.275000000000002,-0.1333333333333333,0,-3,1,3
H,19.0,8.0,8.0,3.0,9.0,9.0,3.0,3.0,0.0,0.0,0.0,0.0,1.1700000000000002,7.4750000000000005,16.544999999999998,1.22,8.35,19.0,38,2022,1.48,2.91,1.44,2.78,84,0.1239826994154714,1123.0662460919918,811.50474683707,17.0,30.811999999999998,0.5333333333333333,8,9,11,8
H,6.0,10.0,3.0,4.0,12.0,22.0,3.0,6.0,2.0,4.0,0.0,0.0,3.0500000000000003,3.573333333333333,2.231666666666667,3.15,3.79,2.25,38,2022,1.8,2.19,1.74,2.12,2,0.2450883375885501,1005.6589615231157,1005.2817724477686,-17.0,19.453,0.06666666666666665,-7,-6,-9,-9
H,12.0,7.0,6.0,2.0,10.0,5.0,3.0,3.0,0.0,1.0,0.0,0.0,1.8566666666666667,3.93,3.81,1.88,4.13,3.91,38,2022,1.66,2.52,1.58,2.39,21,0.20483701875882251,997.1077000651682,906.1485620291683,2.0,34.327,0.0,4,6,5,3
H,29.0,7.0,8.0,5.0,6.0,3.0,5.0,3.0,1.0,0.0,0.0,0.0,1.15,7.915,17.56,1.17,8.5,21.36,38,2022,1.51,3.02,1.43,2.82,69,0.10243825397204875,1244.2590334278475,972.9571915191258,-2.0,52.233000000000004,0.7333333333333334,6,8,4,7
H,24.0,4.0,5.0,2.0,5.0,11.0,13.0,1.0,0.0,1.0,0.0,0.0,1.1516666666666666,7.79,17.878333333333334,1.17,8.74,20.27,38,2022,1.48,2.98,1.43,2.81,73,0.1035935203019807,1244.5783318364136,987.5927358588004,0.0,13.087,0.33333333333333337,7,6,10,8
A,9.0,19.0,0.0,13.0,13.0,7.0,3.0,2.0,3.0,1.0,0.0,0.0,10.700000000000001,6.246666666666667,1.2466666666666666,11.5,6.5,1.27,38,2022,1.51,2.94,1.44,2.79,-80,0.06564530642560798,803.095132708482,1114.8688012279404,0.0,-26.121,-0.4666666666666667,-8,-10,-7,-7
H,7.0,15.0,3.0,2.0,18.0,16.0,5.0,5.0,3.0,3.0,0.0,0.0,3.763333333333333,3.421666666666667,2.0233333333333334,3.93,3.58,2.05,1,2023,2.1,1.87,2.03,1.8,0,0.24799478952477588,1000.0,1000.0,0.0,0.0,0.0,-5,-4,-5,-6
A,10.0,10.0,2.0,2.0,16.0,11.0,3.0,5.0,1.0,2.0,0.0,0.0,4.3883333333333345,3.5499999999999994,1.86,4.6,3.65,1.89,1,2023,2.19,1.91,2.09,1.76,0,0.24799478952477588,1000.0,1000.0,0.0,0.0,0.0,-6,-6,-8,-5
A,8.0,15.0,4.0,6.0,14.0,11.0,4.0,16.0,3.0,2.0,0.0,0.0,5.6816666666666675,3.8683333333333327,1.6116666666666666,6.04,4.06,1.63,1,2023,2.07,1.92,1.99,1.84,0,0.24799478952477588,1000.0,1000.0,0.0,0.0,0.0,-6,-5,-5,-6
D,9.0,11.0,3.0,4.0,7.0,9.0,4.0,4.0,2.0,0.0,0.0,0.0,11.533333333333333,5.87,1.2666666666666666,13.0,6.22,1.28,1,2023,1.54,2.76,1.48,2.63,0,0.24799478952477588,1000.0,1000.0,0.0,0.0,0.0,-8,-5,-5,-10
H,12.0,15.0,4.0,6.0,13.0,9.0,6.0,4.0,2.0,0.0,0.0,0.0,2.2983333333333333,3.3049999999999997,3.1500000000000004,2.39,3.4,3.3,1,2023,2.11,1.87,2.03,1.81,0,0.24799478952477588,1000.0,1000.0,0.0,0.0,0.0,-3,-2,-2,-2
D,14.0,8.0,5.0,3.0,6.0,5.0,5.0,6.0,0.0,0.0,0.0,0.0,2.0116666666666663,3.6316666666666664,3.581666666666667,2.07,3.75,3.74,1,2023,1.84,2.17,1.77,2.08,0,0.24799478952477588,1000.0,1000.0,0.0,0.0,0.0,3,3,5,0
A,17.0,15.0,5.0,4.0,7.0,12.0,6.0,2.0,4.0,1.0,0.0,0.0,1.6066666666666667,3.9899999999999998,5.571666666666666,1.65,4.2,5.75,1,2023,1.95,2.0,1.89,1.93,0,0.24799478952477588,1000.0,1000.0,0.0,0.0,0.0,5,6,7,3
H,23.0,5.0,10.0,0.0,9.0,14.0,11.0,1.0,0.0,3.0,0.0,0.0,1.6600000000000001,3.7566666666666664,5.471666666666667,1.71,3.8,5.83,1,2023,2.1,1.86,2.03,1.81,0,0.24799478952477588,1000.0,1000.0,0.0,0.0,0.0,3,4,4,3
H,18.0,10.0,8.0,2.0,11.0,6.0,10.0,2.0,3.0,0.0,0.0,0.0,1.3500000000000003,5.2316666666666665,8.518333333333333,1.37,5.5,9.11,1,2023,1.65,2.48,1.61,2.34,0,0.24799478952477588,1000.0,1000.0,0.0,0.0,0.0,6,8,6,4
A,6.0,14.0,1.0,2.0,8.0,4.0,1.0,4.0,0.0,1.0,0.0,0.0,8.221666666666666,5.121666666666667,1.3583333333333334,9.0,5.48,1.38,1,2023,1.62,2.61,1.54,2.47,0,0.24799478952477588,1000.0,1000.0,0.0,0.0,0.0,-7,-7,-8,-5
H,19.0,6.0,7.0,2.0,15.0,9.0,6.0,2.0,1.0,1.0,0.0,0.0,1.531666666666667,4.3116666666666665,5.919999999999999,1.58,4.4,6.22,2,2023,1.76,2.3,1.69,2.21,2,0.2450883375885501,1015.0,1000.0,2.0,0.30000000000000004,0.6666666666666667,4,5,4,5
H,12.0,15.0,4.0,4.0,9.0,7.0,5.0,8.0,4.0,1.0,0.0,0.0,1.8050000000000004,3.516666666666667,4.828333333333333,1.83,3.6,5.12,2,2023,2.15,1.82,2.08,1.77,-1,0.24933431122719324,985.0,990.0,0.0,0.0,0.0,3,2,2,3
H,13.0,15.0,7.0,4.0,6.0,15.0,8.0,2.0,0.0,4.0,0.0,0.0,3.72,3.5316666666666667,1.9933333333333332,3.82,3.64,2.06,2,2023,1.86,2.11,1.82,2.02,1,0.2465789867860092,1000.0,990.0,0.0,0.30000000000000004,0.3333333333333333,-7,-7,-9,-5
D,13.0,4.0,7.0,1.0,8.0,6.0,7.0,3.0,2.0,3.0,0.0,0.0,2.4149999999999996,3.2116666666666664,3.078333333333333,2.48,3.25,3.22,2,2023,2.21,1.79,2.13,1.73,-1,0.24933431122719324,1010.0,1015.0,-1.0,0.0,0.0,-3,-4,-3,-2
D,16.0,10.0,3.0,5.0,9.0,9.0,8.0,5.0,3.0,0.0,0.0,0.0,2.2550000000000003,3.3783333333333334,3.1999999999999997,2.3,3.52,3.35,2,2023,2.02,1.97,1.94,1.89,-2,0.2505961674670044,1010.0,1020.0,0.0,0.0,0.0,1,-2,1,3
D,24.0,7.0,4.0,3.0,7.0,8.0,4.0,2.0,2.0,4.0,1.0,0.0,1.1849999999999998,6.8066666666666675,16.42833333333333,1.2,7.09,18.57,2,2023,1.57,2.57,1.55,2.46,2,0.2450883375885501,1000.0,985.0,-1.0,0.30000000000000004,0.3333333333333333,8,8,5,9
H,19.0,3.0,7.0,1.0,9.0,9.0,11.0,1.0,0.0,3.0,0.0,0.0,1.0650000000000002,12.553333333333333,33.833333333333336,1.08,13.82,41.0,2,2023,1.38,3.55,1.33,3.35,0,0.24799478952477588,1015.0,1015.0,-1.0,0.0,0.0,11,10,14,10
H,13.0,19.0,6.0,5.0,10.0,11.0,6.0,7.0,4.0,1.0,0.0,0.0,4.163333333333333,3.5866666666666673,1.8733333333333333,4.28,3.72,1.92,2,2023,1.95,2.01,1.9,1.93,0,0.24799478952477588,985.0,985.0,1.0,0.0,0.0,-1,-3,-3,-1
D,14.0,13.0,4.0,5.0,10.0,12.0,2.0,5.0,1.0,3.0,0.0,0.0,2.2733333333333334,3.4499999999999997,3.0966666666666662,2.34,3.55,3.18,2,2023,1.79,2.2,1.73,2.13,-4,0.2528815935799697,980.0,1010.0,0.0,-0.6000000000000001,-1.0,0,1,-2,1
D,7.0,9.0,1.0,3.0,7.0,14.0,5.0,3.0,3.0,3.0,0.0,0.0,2.356666666666667,3.248333333333333,3.1483333333333334,2.44,3.3,3.29,2,2023,2.2,1.79,2.11,1.75,-1,0.24933431122719324,990.0,1000.0,0.0,-0.30000000000000004,-0.3333333333333333,2,-2,2,1
A,6.0,14.0,1.0,6.0,12.0,10.0,3.0,4.0,2.0,1.0,0.0,0.0,7.675,4.625,1.4183333333333332,8.0,4.8,1.46,3,2023,1.82,2.14,1.76,2.09,-6,0.25484097628647767,990.0,1029.3528000084657,0.0,-0.6900000000000001,-0.5,-8,-7,-11,-8
H,17.0,13.0,9.0,5.0,16.0,14.0,4.0,2.0,2.0,1.0,0.0,0.0,2.5050000000000003,3.195,2.94,2.58,3.25,3.12,3,2023,2.29,1.75,2.19,1.69,-1,0.24933431122719324,985.2157333305115,995.143901634181,-2.0,-0.30000000000000004,-0.33333333333333337,-3,-3,-2,-3
D,19.0,14.0,8.0,5.0,6.0,9.0,6.0,2.0,3.0,2.0,0.0,0.0,1.9349999999999998,3.466666666666667,4.02,2.0,3.6,4.27,3,2023,2.12,1.82,2.06,1.78,-1,0.24933431122719324,979.856098365819,995.0,1.0,-0.42000000000000004,-0.5,-1,2,0,-1
H,18.0,13.0,9.0,5.0,13.0,7.0,6.0,3.0,3.0,2.0,0.0,0.0,2.4283333333333332,3.388333333333333,2.9099999999999997,2.52,3.53,2.95,3,2023,2.05,1.98,1.93,1.9,-4,0.2528815935799697,999.85612815834,1024.2806407917,0.0,-0.29999999999999993,-0.3333333333333333,1,5,1,-1
